probeset,hgnc
A_23_P48070,ING4
A_23_P4808,PTGER1
A_23_P48080,RPL13P5///DSTNP2
A_23_P48088,CD27///TAPBPL
A_23_P48099,NUP37
A_23_P48109,NINJ2
A_23_P48121,ADIPOR2
A_23_P48130,IFT81
A_23_P48166,TWF1
A_23_P48175,TMEM106C
A_23_P48198,GLT8D2
A_23_P4821,JUNB
A_23_P48212,CLEC1B
A_23_P48217,APOLD1
A_23_P48229,KCNA1
A_23_P48237,MCRS1
A_23_P48246,PEX5
A_23_P48264,TMTC3
A_23_P48266,FBXW8
A_23_P48278,ATF7IP
A_23_P48295,CDADC1
A_23_P48307,PABPC3
A_23_P48320,GPR12
A_23_P48325,KCTD4
A_23_P48327,KCTD4
A_23_P48339,IFT88
A_23_P48350,CLDN10
A_23_P48358,PCCA
A_23_P48384,VPS36
A_23_P48387,PDS5B
A_23_P48414,CCNA1
A_23_P48416,DIS3
A_23_P48438,ADPRHL1
A_23_P48455,AMN
A_23_P48470,XRCC3
A_23_P48481,RAD51B
A_23_P48487,SLC8A3
A_23_P48495,TCL1B
A_23_P4850,ZNF625-ZNF20///ZNF625
A_23_P48513,IFI27
A_23_P48523,SSTR1
A_23_P48530,INSM2
A_23_P48535,ARHGAP5
A_23_P48550,CEP170B
A_23_P4856,KLK15
A_23_P48561,EFS
A_23_P48570,DHRS2
A_23_P48581,C14orf93
A_23_P48585,SALL2
A_23_P48596,RNASE1
A_23_P48610,TMEM55B
A_23_P48628,ZBTB25
A_23_P48663,OTX2
A_23_P48669,CDKN3
A_23_P48676,PYGL
A_23_P48691,ARF6
A_23_P48698,ADAM20
A_23_P487,UCK2
A_23_P48705,PTGR2
A_23_P48713,PTGR2
A_23_P48717,MIR4709///NPC2
A_23_P48728,IFT43
A_23_P48740,DIO2
A_23_P48747,DHRS1
A_23_P48771,C14orf159
A_23_P48784,CYP46A1
A_23_P48803,TMOD2
A_23_P48807,GALK2
A_23_P48816,SLC28A2
A_23_P48826,TRIM69
A_23_P48835,KIF23
A_23_P4885,AP2A1
A_23_P48868,RASL12
A_23_P48886,ADAM10
A_23_P48910,STOML1
A_23_P48936,SMAD3
A_23_P48951,MFGE8
A_23_P48964,VPS33B
A_23_P48973,HERC2///HERC2P3///HERC2P2///HERC2P9
A_23_P48977,MRPS11
A_23_P48988,SH3GL3
A_23_P4899,CGB7///NTF4
A_23_P48997,PSTPIP1
A_23_P49009,LPCAT4
A_23_P4902,SNRNP70
A_23_P49021,WDR61
A_23_P49033,SNX1
A_23_P49041,TMEM62
A_23_P49052,MGA
A_23_P49060,SPINT1
A_23_P49082,NUBP2
A_23_P4909,SNRNP70
A_23_P49097,IL17C
A_23_P4913,KDELR1
A_23_P49136,ADAD2
A_23_P49145,ZG16
A_23_P49181,LRRC29
A_23_P4919,KDELR1
A_23_P49192,CES2
A_23_P4922,C19orf68
A_23_P49220,TCF25
A_23_P49230,PRDM7
A_23_P49254,HBQ1
A_23_P49269,RPUSD1
A_23_P49279,C16orf87
A_23_P493,B3GALT2
A_23_P49310,ERN2
A_23_P49327,ZNF174
A_23_P49338,TNFRSF12A
A_23_P49351,AMDHD2
A_23_P49376,CETP
A_23_P49391,TP53TG3D///TP53TG3///TP53TG3C///TP53TG3B
A_23_P49412,PRR14
A_23_P49424,COX6A2
A_23_P49429,MGRN1///NUDT16L1
A_23_P4944,CALM3
A_23_P49443,ADCY9
A_23_P49448,FA2H
A_23_P49481,USP7
A_23_P49490,TRIM65
A_23_P49499,ST6GALNAC2
A_23_P49517,SRSF1
A_23_P49521,SRSF1
A_23_P4953,PNMAL1
A_23_P49532,PPM1E
A_23_P49546,GRIN2C
A_23_P49559,GPR142
A_23_P49579,NEUROD2
A_23_P49597,TMEM256-PLSCR3
A_23_P49610,MIR22HG
A_23_P49616,CCDC47
A_23_P4962,NLRP5
A_23_P49627,MRC2
A_23_P49638,GRAP
A_23_P49643,GRAP
A_23_P49646,PRPSAP2
A_23_P49657,MYH1
A_23_P49674,ARHGEF15
A_23_P49677,UNC45B
A_23_P49708,GRN
A_23_P49725,HSPB9
A_23_P49759,CCL1
A_23_P49768,MRPL27
A_23_P49792,PHOSPHO1
A_23_P49810,HOXB7
A_23_P49816,ADAP2
A_23_P49842,UNC119
A_23_P49849,SEZ6
A_23_P49862,SPATA22///TRPV3
A_23_P49865,YBX2
A_23_P49878,FAM64A
A_23_P499,B3GALT2
A_23_P49900,PELP1
A_23_P49924,NT5C3B
A_23_P49972,CDC6
A_23_P49975,KRT10
A_23_P49988,KRTAP4-2
A_23_P50000,FAM57A
A_23_P500000,SCEL
A_23_P500010,KLK12
A_23_P500034,GLI2
A_23_P50008,TTC19
A_23_P500093,RGS13
A_23_P500130,KANK1
A_23_P5002,MAP4K1
A_23_P50020,COG1
A_23_P500206,IL17RE
A_23_P500244,TRPV1
A_23_P500251,YWHAB
A_23_P500271,IRF5
A_23_P500282,PACS1
A_23_P500300,TRIM15
A_23_P50031,OR3A1
A_23_P500328,DCX
A_23_P500333,SSBP3
A_23_P500353,KCNN2
A_23_P500364,BCL7B
A_23_P500381,HTR7
A_23_P50039,MC5R
A_23_P500390,DONSON
A_23_P500400,ABCA6
A_23_P500410,ATP6V1G2
A_23_P500421,EYA2
A_23_P500433,CARD9
A_23_P500464,COL2A1
A_23_P500501,FGFR3
A_23_P500542,DMBX1
A_23_P500601,TRIM4
A_23_P500614,TNFRSF8
A_23_P500676,IL5RA
A_23_P500734,POGZ
A_23_P500741,CBFA2T3
A_23_P500773,MAP3K7
A_23_P500799,CASP6
A_23_P50081,IMPA2
A_23_P500824,SYN1
A_23_P500844,PDE5A
A_23_P500861,SYNE1
A_23_P500873,RAD51D
A_23_P500886,CLDN15
A_23_P500892,TUB
A_23_P500905,ZNF19
A_23_P500936,FOXA2
A_23_P500956,B3GNT2
A_23_P50096,TYMS
A_23_P500985,PAX7
A_23_P500998,HOXA9
A_23_P501007,EFEMP1
A_23_P501010,COL17A1
A_23_P50108,NDC80
A_23_P501080,ZNF92
A_23_P501134,LIG3
A_23_P501183,NSUN5P2///NSUN5P1
A_23_P501193,KCNJ16
A_23_P50121,MC4R
A_23_P501232,KCNAB2
A_23_P501276,TUBB2A///TUBB2B
A_23_P501319,ASB4
A_23_P501339,CDIPT
A_23_P50137,MEX3C
A_23_P501372,MIEF2
A_23_P501435,CSRP2BP
A_23_P501451,SLX1B///SULT1A4///SLX1B-SULT1A4///SLX1A-SULT1A3///SLX1A///SULT1A3
A_23_P501460,CDK11B///CDK11A
A_23_P501515,HNRNPU
A_23_P501538,HOXA3
A_23_P501547,ADCY6
A_23_P50156,VPS4B
A_23_P501583,NFYA
A_23_P501624,UGT2B17
A_23_P501634,BTN2A1
A_23_P50167,SLC39A6
A_23_P501713,IL1F10
A_23_P501722,TSPAN32
A_23_P501732,FCN2
A_23_P501745,PEX10
A_23_P50175,SIGLEC7
A_23_P501754,CSF3
A_23_P501770,ATRIP
A_23_P501781,KCNJ1
A_23_P501790,MED22
A_23_P501795,MED22
A_23_P5018,CEBPA-AS1
A_23_P501805,LIPT1
A_23_P501822,JUP
A_23_P501831,FAXDC2
A_23_P501849,RPL13
A_23_P501877,ZFP64
A_23_P501887,DHPS
A_23_P501933,CACNG6
A_23_P501961,L3MBTL1
A_23_P501985,CSF2RA
A_23_P501996,TMEM189-UBE2V1///UBE2V1///TMEM189
A_23_P502035,GALT
A_23_P502047,CHRD
A_23_P502057,COG8///PDF
A_23_P502060,AQP6
A_23_P502078,MAPK8IP2
A_23_P502081,MAGEC3
A_23_P502142,FYN
A_23_P502158,ADAM11
A_23_P50217,ZNF671
A_23_P502170,DYNC2LI1
A_23_P502174,DYNC2LI1
A_23_P502196,IDH3B
A_23_P502224,CYB5R3
A_23_P502241,KMT2C
A_23_P502269,POLDIP3
A_23_P502274,MAPK11
A_23_P502312,CD97
A_23_P502314,CD97
A_23_P50232,AURKC
A_23_P502336,EMR2
A_23_P502343,ADAM33
A_23_P502350,RFX2
A_23_P502363,EYA1
A_23_P502371,PHF2
A_23_P502376,PHF2
A_23_P50241,CLPTM1
A_23_P502413,SERPINB4
A_23_P502425,MRPL47
A_23_P502464,NOS2
A_23_P502470,IL6STP1///IL6ST
A_23_P502488,ATG4C
A_23_P50250,CKM
A_23_P502520,IL4I1
A_23_P502553,TRIM35
A_23_P502575,CSNK2A1
A_23_P50259,ZNF526
A_23_P502590,KIR2DS4
A_23_P502609,PIGQ
A_23_P502612,HNRNPUL1
A_23_P502627,ZXDB///ZXDA
A_23_P502641,SEC22C
A_23_P502654,SHMT1
A_23_P502678,TM2D2
A_23_P50269,CXCL17
A_23_P502706,PAX3
A_23_P502710,GAS2L1
A_23_P502731,PRRX1
A_23_P502747,RASAL2
A_23_P502750,MDM2
A_23_P50276,ANGPTL6
A_23_P502783,BVES
A_23_P502797,WDFY1
A_23_P502808,PRIMA1
A_23_P502832,RBM12
A_23_P502879,LPAR1
A_23_P502882,CBFA2T2
A_23_P50291,RDH8
A_23_P502913,WDR1
A_23_P502915,WDR1
A_23_P502930,FASTK
A_23_P502957,CDH26
A_23_P502980,DGKH
A_23_P503010,SLC24A4
A_23_P503059,CNTN5
A_23_P503064,KL
A_23_P503072,CCL28
A_23_P5031,LGALS13
A_23_P503115,BCR
A_23_P503127,SEPT3
A_23_P503182,ABR
A_23_P503200,PHF10
A_23_P503233,ENO1P1///EDARADD
A_23_P50331,FAM32A
A_23_P50338,TUBB4A
A_23_P50349,TRIP10
A_23_P50357,ARHGEF18
A_23_P50368,OSCAR
A_23_P50374,OSCAR
A_23_P50376,ZNF331
A_23_P50389,NAT14
A_23_P50399,DCAF15
A_23_P50426,KANK2
A_23_P50455,POLD1
A_23_P50456,POLD1
A_23_P50472,ALDH16A1
A_23_P50477,BCL2L12
A_23_P50498,FTL
A_23_P50504,FTL
A_23_P50508,PLA2G4C
A_23_P5051,GNA11
A_23_P50517,ZNF541
A_23_P50535,DMPK
A_23_P50571,KIR2DL2///KIR2DL3///KIR2DL1
A_23_P50575,PPP1R12C
A_23_P50591,KCNK6
A_23_P50638,LRG1
A_23_P5064,CADM4
A_23_P50646,PINLYP
A_23_P50674,IZUMO4
A_23_P50678,MATK
A_23_P50697,PSG1
A_23_P50710,CYP4F3///CYP4F2
A_23_P50722,KXD1
A_23_P50735,ZNF181
A_23_P5075,ABHD17AP5///ABHD17AP2///ABHD17AP1///ABHD17AP6///ABHD17A
A_23_P50773,CRTC1
A_23_P50775,LRFN3
A_23_P50786,ALKBH6///CLIP3
A_23_P50799,OR10H2
A_23_P50807,MRPS12
A_23_P50815,TTYH1
A_23_P50817,TTYH1
A_23_P50825,ZNF714
A_23_P50834,ZNF714
A_23_P50839,MBD3
A_23_P50857,ABHD8
A_23_P50872,NDUFB7
A_23_P50887,LANCL1
A_23_P5089,ATP5D
A_23_P50897,NIFK
A_23_P50907,ITGAV
A_23_P50919,SERPINE2
A_23_P5092,FUT6
A_23_P50928,C1QL2
A_23_P50942,RAB3GAP1
A_23_P50946,RAMP1
A_23_P50962,NCK2
A_23_P50967,HECW2
A_23_P50974,HECW2
A_23_P50990,CENPO
A_23_P510,PLD5
A_23_P51002,SULT1C2
A_23_P51009,NDUFB3
A_23_P51019,SCN2A
A_23_P5103,PSG4
A_23_P51039,INHA
A_23_P51051,ZNF142
A_23_P51069,COX5B
A_23_P51085,SPC25
A_23_P51105,CRIM1
A_23_P51117,ETAA1
A_23_P51126,IL1RL1
A_23_P51136,RHOB
A_23_P5115,WDR18
A_23_P51187,PRKCZ
A_23_P51202,ZNF436
A_23_P51213,MYOM3
A_23_P51215,MYOM3
A_23_P51217,CLCA1
A_23_P51231,RUNX3
A_23_P51269,BTF3L4
A_23_P51278,LRRC42
A_23_P51291,PARS2
A_23_P5131,ISYNA1
A_23_P51311,LELP1
A_23_P51317,TRMT13
A_23_P51339,DNAJB4
A_23_P51346,KIAA2013
A_23_P51355,KIAA2013
A_23_P51361,TXLNA
A_23_P51376,NKAIN1
A_23_P51394,CDC42BPA
A_23_P51397,ENAH
A_23_P51410,SMYD3
A_23_P51419,RGSL1
A_23_P51479,INSL5
A_23_P51487,GBP3
A_23_P51499,PRELP
A_23_P51508,DUSP12
A_23_P51518,RGS5
A_23_P51534,XCL2///XCL1
A_23_P51538,GPA33
A_23_P51548,MGST3
A_23_P51565,TNNI1
A_23_P51572,TSNAX
A_23_P51580,HSD3B2
A_23_P51587,RGS7
A_23_P51627,PPCS
A_23_P5163,ATP13A1
A_23_P51639,SZT2
A_23_P51660,MUTYH
A_23_P51679,MEF2D
A_23_P51690,RHBG
A_23_P51699,ARHGEF2
A_23_P51711,CELA2B
A_23_P51718,PABPC4
A_23_P51729,GJC2
A_23_P51745,PROK1
A_23_P51754,RAP1A
A_23_P51761,OR6K2
A_23_P51767,CD1C
A_23_P51781,TRNAU1AP
A_23_P51787,AMPD1
A_23_P51797,CCDC18
A_23_P518,VTCN1
A_23_P51853,ZDHHC18
A_23_P51856,DUSP10
A_23_P51884,PUSL1
A_23_P51906,PFDN2
A_23_P51918,SEC16B
A_23_P51926,PTAFR
A_23_P51936,TNFRSF9
A_23_P51951,IL24
A_23_P51958,MINOS1-NBL1///NBL1
A_23_P51986,SF3B4///MTMR11
A_23_P51996,STXBP3
A_23_P5200,NPHS1
A_23_P52017,ASPM
A_23_P52031,PGM1
A_23_P52058,TARBP1
A_23_P52067,GRHL3
A_23_P52082,INTS7
A_23_P52101,CYB5R1
A_23_P5211,MUC16
A_23_P52121,PDZK1P1///PDZK1P2///PDZK1
A_23_P52127,ACBD6
A_23_P52147,TBCE
A_23_P52161,NUAK2
A_23_P52176,ZNF124
A_23_P52189,GGPS1
A_23_P52198,MPP7
A_23_P52207,BAMBI
A_23_P5221,ZNF333
A_23_P52219,ERLIN1
A_23_P52227,GDF10
A_23_P52240,ADRB1
A_23_P52266,IFIT1
A_23_P52278,KIF11
A_23_P52286,DPCD
A_23_P52298,NPM3
A_23_P52311,TAF5
A_23_P52323,COL17A1
A_23_P52336,UNC5B
A_23_P5234,ZNF43
A_23_P52362,SLC18A3
A_23_P52373,NDST2
A_23_P52382,DNAJB12
A_23_P52402,PITRM1
A_23_P5241,ADAMTSL5
A_23_P52410,RTKN2
A_23_P52425,NKX2-3
A_23_P52430,WNT8B
A_23_P52451,HKDC1
A_23_P52480,CYP2C18
A_23_P52499,SLC18A2
A_23_P52531,FAM24B///CUZD1
A_23_P52552,BAG3
A_23_P52556,CTSD
A_23_P52569,NUDT8
A_23_P5258,OR10H4
A_23_P52589,RASSF7
A_23_P52597,C1QTNF4
A_23_P52610,DDB2
A_23_P52634,PANX1
A_23_P52639,COX8A
A_23_P52657,PYGM
A_23_P5266,MRPL34
A_23_P52668,NAALADL1
A_23_P52676,CATSPER1
A_23_P52697,CD248
A_23_P52714,FGF19
A_23_P52727,NAV2
A_23_P5273,SBNO2
A_23_P52738,DCPS
A_23_P52749,ADAMTS15
A_23_P52761,MMP7
A_23_P52793,PPP2R1B
A_23_P52797,TMPRSS5
A_23_P52806,BACE1
A_23_P5281,LYL1
A_23_P52826,BUD13
A_23_P52885,MSANTD2
A_23_P52888,MPPED2
A_23_P52903,VPS26B
A_23_P52914,OR4C15
A_23_P52939,SLC43A1
A_23_P52974,GIF
A_23_P52978,PRPF19
A_23_P52986,VWCE
A_23_P5300,CPS1
A_23_P5301,TFCP2L1
A_23_P53015,TUT1
A_23_P53018,HRASLS5
A_23_P53039,LDHC
A_23_P53057,ZNF215
A_23_P53081,OSBPL5
A_23_P53110,TUB
A_23_P53126,LMO2
A_23_P53137,HBG1///HBG2
A_23_P53152,AKIP1
A_23_P53162,STIM1
A_23_P53176,FOLR1
A_23_P53193,SYTL2
A_23_P53198,DGAT2
A_23_P53211,PLEKHB1
A_23_P53217,EED
A_23_P53226,CBL
A_23_P53247,DTX3
A_23_P5325,ERCC3
A_23_P53257,AVIL
A_23_P53267,RSRC2
A_23_P53276,TIMELESS
A_23_P53288,CNPY2
A_23_P53298,BLOC1S1
A_23_P53324,OGFOD2
A_23_P53345,ARNTL2
A_23_P53346,TMEM194A
A_23_P53363,XRCC6BP1
A_23_P53370,RND1
A_23_P5339,TMEM177
A_23_P53390,PTPRB
A_23_P53397,SP1
A_23_P53417,PPP1R1A
A_23_P5342,LRP1B
A_23_P53439,SDSL
A_23_P53450,KRT82
A_23_P53458,CORO1C
A_23_P53467,IKBIP
A_23_P53476,LDHBP2///LDHB
A_23_P53530,MTERFD3
A_23_P53541,CHD4
A_23_P53546,TPI1
A_23_P53557,LTBR
A_23_P53567,CCDC53
A_23_P53588,WNT5B
A_23_P5359,TRAF3IP1
A_23_P53603,ATP2A2
A_23_P53614,BRAP
A_23_P53623,P2RX4
A_23_P53630,RNF10
A_23_P53641,ANO6
A_23_P53646,NAP1L1
A_23_P53663,PAWR
A_23_P53668,NFYB
A_23_P53697,KCNA6
A_23_P5370,RPRM
A_23_P53724,CLSTN3
A_23_P53736,FBXO21
A_23_P53763,PPP1R2P4///KIAA0226L
A_23_P53788,MTIF3
A_23_P53815,GJA3
A_23_P53826,ZIC5
A_23_P53838,IRS2
A_23_P53856,N4BP2L2
A_23_P53866,COG6
A_23_P53884,MAB21L1
A_23_P5389,DPY30
A_23_P53891,KLF5
A_23_P5392,TP53I3
A_23_P53957,SYNJ2BP-COX16///COX16
A_23_P53976,IFI27L1
A_23_P54000,SNX6
A_23_P54006,HECTD1
A_23_P54041,THTPA
A_23_P5405,UBR3
A_23_P54055,AJUBA
A_23_P54064,METTL3
A_23_P54079,OSGEP
A_23_P54088,OR4K17
A_23_P54100,ESR2
A_23_P54116,DAAM1
A_23_P54144,BMP4
A_23_P54147,NIN
A_23_P5415,NIF3L1
A_23_P54170,MED6
A_23_P54179,ZNF410
A_23_P54205,GPATCH2L
A_23_P54206,TSHR
A_23_P5422,TTC21B
A_23_P54223,RABGGTA
A_23_P54230,ZC3H14
A_23_P54243,GPR68
A_23_P54267,SCG3
A_23_P54283,EID1
A_23_P54291,DUOX1
A_23_P54297,EIF3J
A_23_P54313,CD276
A_23_P54322,NR2E3
A_23_P54340,MEGF11
A_23_P5435,KRTCAP3
A_23_P54357,LDHAL6B
A_23_P54373,RAB27A
A_23_P54376,STOML1
A_23_P54389,NARG2
A_23_P5441,ABCB6///ATG9A
A_23_P54441,DEXI
A_23_P54460,SPRED1
A_23_P54469,ISL2
A_23_P54477,NOP10
A_23_P54488,ACSBG1
A_23_P54517,TYRO3
A_23_P54540,EIF2AK4
A_23_P54556,MKL2
A_23_P54573,ZFPM1
A_23_P54576,KIFC3
A_23_P54597,RSL1D1
A_23_P5460,FEV
A_23_P54605,RSL1D1
A_23_P54612,DNAAF1
A_23_P54622,KIF22
A_23_P54626,CIRH1A
A_23_P54636,ATP6V0D1
A_23_P5464,RQCD1
A_23_P54649,TRADD
A_23_P54681,TOX3
A_23_P54692,MC1R
A_23_P54709,RAB26
A_23_P54720,C4orf46
A_23_P54728,FAM173A
A_23_P54736,GNG13
A_23_P54758,GDE1
A_23_P54770,APOBR
A_23_P54781,RBBP6
A_23_P54809,CLDN9
A_23_P5481,DCAF17
A_23_P54816,ATP6V0C///AMDHD2
A_23_P54834,NIP7
A_23_P54840,MT1L///MT1M///MT1A
A_23_P54846,HERPUD1
A_23_P54891,C16orf58
A_23_P54900,UBN1
A_23_P54918,LDHD
A_23_P54929,LYRM1
A_23_P54953,SAP30BP
A_23_P54956,MRPL38
A_23_P54963,MRPL38
A_23_P54968,ST6GALNAC1
A_23_P54991,DYNLL2
A_23_P54996,TEX14
A_23_P550,ARNT
A_23_P55011,SLC38A10
A_23_P55020,CD300LF
A_23_P55045,SLC25A19
A_23_P55064,WRAP53
A_23_P55073,NOL11
A_23_P55076,INPP5K
A_23_P55091,FTSJ3
A_23_P55099,PRKCA
A_23_P55107,ULK2
A_23_P55123,COX10
A_23_P55127,ADPRM
A_23_P55149,AP2B1
A_23_P55174,G6PC3
A_23_P55179,ARL4D
A_23_P55190,EFTUD2
A_23_P55198,CNTD1
A_23_P55242,PPP1R9B
A_23_P55251,ITGA3
A_23_P55256,ZNF652
A_23_P55270,CCL18
A_23_P55281,HOXB7
A_23_P55286,OMG
A_23_P553,TARS2
A_23_P55319,FLOT2
A_23_P55342,DVL2
A_23_P55356,VMO1
A_23_P5536,SLC9A2
A_23_P55373,ALOX15
A_23_P55376,KANSL1
A_23_P55388,KLHL11
A_23_P55400,KRT36
A_23_P55421,CBX8
A_23_P55468,TIMM22
A_23_P55477,ADORA2B
A_23_P5550,PUM2
A_23_P55504,OR3A2
A_23_P5551,SNORA75///NCL
A_23_P55515,RNMT
A_23_P55518,SMAD7
A_23_P55544,CCBE1
A_23_P55551,CHMP1B
A_23_P55564,ZCCHC2
A_23_P55572,CLUL1
A_23_P55578,RIOK3
A_23_P55584,RIOK3
A_23_P55586,CDH20
A_23_P55601,ZNF236
A_23_P55606,ZNF516
A_23_P55616,SLC14A1
A_23_P55632,SERPINB3
A_23_P55639,RPRD1A
A_23_P55649,FPR2
A_23_P55666,ZNF702P
A_23_P5568,SFT2D3
A_23_P55682,ZSCAN18
A_23_P55688,ZNF416
A_23_P55706,RELB
A_23_P55716,BCAM
A_23_P55731,CIC
A_23_P55738,CEACAM1
A_23_P55749,COL5A3
A_23_P55779,CYP2A13
A_23_P55802,AP1M1
A_23_P55828,CCL25
A_23_P55846,TPM3P9///TPM3P6
A_23_P5586,MPHOSPH10
A_23_P55873,CC2D1A
A_23_P55880,ZNF564
A_23_P55897,KANK2
A_23_P55911,ZNF440
A_23_P55917,SYT3
A_23_P55926,NR1H2
A_23_P55936,FCGRT
A_23_P55948,PRR12
A_23_P55961,TULP2
A_23_P55990,NAPA
A_23_P55998,SLC1A5
A_23_P5601,DOK1
A_23_P56010,DMWD
A_23_P56050,TNNT1
A_23_P56069,LSM14A
A_23_P56091,TMIGD2
A_23_P5610,DOK1
A_23_P5611,RIF1
A_23_P56127,SMG9
A_23_P56140,CSNK1G2
A_23_P56146,RAX2
A_23_P56150,RAX2
A_23_P5616,RIF1
A_23_P56163,PTPRS
A_23_P56170,MED16
A_23_P56188,UBA52
A_23_P56195,UBA52
A_23_P56197,CRLF1
A_23_P56213,GRAMD1A
A_23_P56228,LPAR2///GMIP
A_23_P56239,FFAR3///GPR42
A_23_P56249,TBCB
A_23_P56256,POLR2I
A_23_P56288,LENG8
A_23_P56298,ZNF430
A_23_P56304,ZNF430
A_23_P56314,UQCR11
A_23_P56316,TIMM13///LMNB2
A_23_P56328,PLVAP
A_23_P56339,TECRP1///TECR
A_23_P56347,PSG3
A_23_P56356,PLB1
A_23_P56369,ABCA12
A_23_P56380,ZC3H15
A_23_P56404,EN1
A_23_P56422,LRRFIP1P1///LRRFIP1
A_23_P56433,C2orf40
A_23_P56437,GTF3C3
A_23_P56494,SLC38A11
A_23_P56505,ITGA4
A_23_P56529,AAMP
A_23_P5654,IL37
A_23_P56553,METTL8
A_23_P56559,DHRS9
A_23_P56567,GEMIN6
A_23_P56578,VIT
A_23_P56590,C1D///C1DP1
A_23_P566,FOXJ3
A_23_P56604,IL1RL2
A_23_P56630,STAT1
A_23_P56640,PCYOX1
A_23_P56654,MCEE
A_23_P56659,DQX1
A_23_P56673,INO80B
A_23_P56680,ATP5G3
A_23_P56703,TRABD2A
A_23_P56709,RNF103
A_23_P56734,HNMT
A_23_P56736,TUBA3D
A_23_P56746,FAP
A_23_P56759,KRCC1
A_23_P56787,CNTNAP5
A_23_P5679,CFC1B///CFC1
A_23_P56798,ACP1
A_23_P56810,SLC4A1AP
A_23_P56833,GPR75-ASB3
A_23_P5685,TBR1
A_23_P56865,DDX18
A_23_P56883,GABRA4
A_23_P56894,CYP20A1
A_23_P56898,KYNU
A_23_P56913,CIB4
A_23_P56922,HSPE1P3///HSPE1P6///HSPE1P8///HSPE1P4///HSPE1
A_23_P56933,RTN4
A_23_P56938,REL
A_23_P56949,SERTAD2
A_23_P56971,GID8
A_23_P56978,PTK6
A_23_P57020,GTSF1L
A_23_P5703,LYG2
A_23_P57033,TOMM34
A_23_P57036,CD40
A_23_P57059,STAU1
A_23_P57089,PMEPA1
A_23_P571,SLC2A1
A_23_P57110,SLC52A3
A_23_P57118,TGM3
A_23_P57137,AP5S1
A_23_P57155,CHGB
A_23_P5718,CHRNG
A_23_P57199,GGTLC1
A_23_P57222,BPIFB3
A_23_P57227,SNTA1
A_23_P57236,GGT7
A_23_P57248,C20orf173
A_23_P57268,CXADR
A_23_P57277,MAP3K7CL
A_23_P57293,URB1
A_23_P57304,TMEM50B
A_23_P57306,CHAF1B
A_23_P5731,FAHD2A
A_23_P57323,ERG
A_23_P57347,PCNT
A_23_P57364,TFF2
A_23_P57370,CECR5
A_23_P57379,CDC45
A_23_P57401,LZTR1
A_23_P57413,PPM1F
A_23_P57417,MMP11
A_23_P5742,CCDC121
A_23_P57474,OSBP2
A_23_P57492,SLC5A4
A_23_P57497,MYH9
A_23_P57521,EIF3LP2///EIF3L
A_23_P57534,DDX17
A_23_P57547,SLC25A17
A_23_P5757,TPRKB
A_23_P57570,A4GALT
A_23_P57576,SULT4A1
A_23_P57577,SULT4A1
A_23_P57588,GTSE1
A_23_P5761,NFE2L2
A_23_P57643,TPRA1
A_23_P57658,HRASLS
A_23_P57667,PLXNA1
A_23_P57697,DHX36
A_23_P57709,PCOLCE2
A_23_P57733,DRD3
A_23_P57736,CMTM6
A_23_P57760,ACPL2
A_23_P5778,RAB17
A_23_P57784,CLDN1
A_23_P57807,MKRN2
A_23_P57819,TATDN2
A_23_P57829,CPNE9
A_23_P5785,BBS5
A_23_P57856,BCL6
A_23_P57868,ACY1///ABHD14A-ACY1
A_23_P57877,ALAS1
A_23_P57910,RTP3
A_23_P57927,HYAL2
A_23_P57941,RBM6
A_23_P57950,RHO
A_23_P57961,PLXNB1
A_23_P57983,PARP14
A_23_P57989,TBL1XR1
A_23_P58002,TCTA
A_23_P58009,C3orf52
A_23_P58031,MAP3K13
A_23_P58036,MCCC1
A_23_P58046,A4GNT
A_23_P58072,PPIAP15
A_23_P58082,CCDC80
A_23_P58091,USP4
A_23_P58102,EXOSC7
A_23_P58108,HGFAC
A_23_P58117,SHROOM3
A_23_P5813,SOCS5
A_23_P58132,RHOH
A_23_P58137,ARL9
A_23_P58148,TMEM175
A_23_P58169,NPY2R
A_23_P58180,CYP4V2
A_23_P58188,MFAP3L
A_23_P58205,AFP
A_23_P58207,RAP1GDS1
A_23_P58228,ODAM
A_23_P58251,GPR78///CPZ
A_23_P58266,S100P
A_23_P58280,GAR1
A_23_P58293,UBE2D3P2///UBE2D3
A_23_P58298,NAF1
A_23_P5831,HPCAL1
A_23_P58321,CCNA2
A_23_P58328,ANXA10
A_23_P58337,FIP1L1
A_23_P58353,HNRNPD
A_23_P58359,ADH1A
A_23_P58382,LIN54
A_23_P58390,C4orf32
A_23_P58396,PDGFC
A_23_P58407,UGT2B15
A_23_P58419,KDR
A_23_P58427,COL25A1
A_23_P58443,ANKHD1///ANKHD1-EIF4EBP3///EIF4EBP3
A_23_P5845,KHK
A_23_P58464,PCDHB6
A_23_P58466,SMN2///SMN1
A_23_P58482,MGAT1
A_23_P58489,FASTKD3
A_23_P58497,UTP15
A_23_P58506,ELL2
A_23_P58521,ERCC8
A_23_P58529,DIMT1
A_23_P5853,SAG
A_23_P58538,EPB41L4A-AS1///SNORA13
A_23_P58579,TRIM52
A_23_P58588,SLIT3
A_23_P586,DMAP1
A_23_P58604,C5orf45
A_23_P58606,CCNG1
A_23_P58622,UBE2D2
A_23_P5863,SMEK2
A_23_P58642,PITX1
A_23_P58647,CTNNA1
A_23_P58671,TPPP
A_23_P58676,NPR3
A_23_P58706,SPINK13
A_23_P58729,SLC34A1
